correct_answer;difficult_level;id;if_correct;if_wrong;question;response_type;tags;wrong_answer
22;3;;;;10+12;;somme;
22;3;;;;11+11;;somme;
22;3;;;;12+10;;somme;
25;3;;;;13+12;;somme;
25;3;;;;14+11;;somme;
26;3;;;;12+14;;somme;
26;3;;;;13+13;;somme;
27;3;;;;12+15;;somme;
27;3;;;;14+13;;somme;
28;3;;;;11+17;;somme;
29;3;;;;10+19;;somme;
29;3;;;;11+18;;somme;
29;3;;;;14+15;;somme;
29;3;;;;16+13;;somme;
29;3;;;;17+12;;somme;
30;3;;;;11+19;;somme;
30;3;;;;13+17;;somme;
30;3;;;;15+15;;somme;
30;3;;;;19+11;;somme;
31;3;;;;13+18;;somme;
31;3;;;;18+13;;somme;
33;3;;;;14+19;;somme;
33;3;;;;18+15;;somme;
34;3;;;;16+18;;somme;
34;3;;;;18+16;;somme;
35;3;;;;18+17;;somme;
35;3;;;;19+16;;somme;
0;4;;;;12-12;;differenze;
0;4;;;;15-15;;differenze;
0;4;;;;18-18;;differenze;
0;4;;;;18-18;;differenze;
0;4;;;;23-23;;differenze;
0;4;;;;27-27;;differenze;
1;4;;;;11-10;;differenze;
1;4;;;;12-11;;differenze;
1;4;;;;27-26;;differenze;
1;4;;;;28-27;;differenze;
1;4;;;;30-29;;differenze;
2;4;;;;19-17;;differenze;
2;4;;;;22-20;;differenze;
3;4;;;;15-12;;differenze;
3;4;;;;22-19;;differenze;
3;4;;;;24-21;;differenze;
3;4;;;;25-22;;differenze;
3;4;;;;26-23;;differenze;
3;4;;;;30-27;;differenze;
4;4;;;;21-17;;differenze;
5;4;;;;15-10;;differenze;
5;4;;;;29-24;;differenze;
6;4;;;;23-17;;differenze;
6;4;;;;30-24;;differenze;
7;4;;;;22-15;;differenze;
7;4;;;;24-17;;differenze;
7;4;;;;27-20;;differenze;
8;4;;;;23-15;;differenze;
8;4;;;;26-18;;differenze;
8;4;;;;29-21;;differenze;
8;4;;;;30-22;;differenze;
9;4;;;;24-15;;differenze;
10;4;;;;24-14;;differenze;
10;4;;;;29-19;;differenze;
11;4;;;;23-12;;differenze;
12;4;;;;25-13;;differenze;
13;4;;;;24-11;;differenze;
13;4;;;;25-12;;differenze;
13;4;;;;26-13;;differenze;
13;4;;;;30-17;;differenze;
14;4;;;;30-16;;differenze;
15;4;;;;26-11;;differenze;
17;4;;;;28-11;;differenze;
24;4;;;;10+14;;somme;
27;4;;;;13+14;;somme;
29;4;;;;13+16;;somme;
30;4;;;;11+19;;somme;
30;4;;;;18+12;;somme;
31;4;;;;17+14;;somme;
33;4;;;;12+21;;somme;
33;4;;;;19+14;;somme;
34;4;;;;11+23;;somme;
35;4;;;;18+17;;somme;
35;4;;;;19+16;;somme;
35;4;;;;21+14;;somme;
36;4;;;;10+26;;somme;
36;4;;;;24+12;;somme;
36;4;;;;26+10;;somme;
37;4;;;;13+24;;somme;
38;4;;;;20+18;;somme;
38;4;;;;21+17;;somme;
38;4;;;;27+11;;somme;
39;4;;;;16+23;;somme;
39;4;;;;26+13;;somme;
40;4;;;;10+30;;somme;
40;4;;;;14+26;;somme;
40;4;;;;16+24;;somme;
40;4;;;;26+14;;somme;
40;4;;;;28+12;;somme;
41;4;;;;11+30;;somme;
41;4;;;;16+25;;somme;
42;4;;;;12+30;;somme;
43;4;;;;14+29;;somme;
43;4;;;;27+16;;somme;
43;4;;;;30+13;;somme;
44;4;;;;27+17;;somme;
46;4;;;;17+29;;somme;
46;4;;;;28+18;;somme;
47;4;;;;28+19;;somme;
49;4;;;;24+25;;somme;
49;4;;;;27+22;;somme;
50;4;;;;22+28;;somme;
50;4;;;;23+27;;somme;
51;4;;;;27+24;;somme;
52;4;;;;27+25;;somme;
53;4;;;;29+24;;somme;
54;4;;;;25+29;;somme;
54;4;;;;25+29;;somme;
56;4;;;;26+30;;somme;
